,StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,Botnet,feature
20191,2011/08/18 10:22:57.277297,0.291245,2,147.32.84.164,43160,   ->,195.24.232.203,80,FSPA_FSPA,0.0,0.0,10,3455,1703,flow=From-Normal-V51-Grill,False,1.0
20222,2011/08/18 10:22:57.956223,0.029637,1,147.32.84.164,45212,  <->,147.32.80.9,53,CON,0.0,0.0,2,221,72,flow=From-Normal-V51-Grill,False,1.0
20223,2011/08/18 10:22:57.986217,0.000393,1,147.32.84.164,43138,  <->,147.32.80.9,53,CON,0.0,0.0,2,257,72,flow=From-Normal-V51-Grill,False,1.0
20224,2011/08/18 10:22:57.987111,1.055574,2,147.32.84.164,57326,   ->,195.24.233.60,80,FSPA_FSPA,0.0,0.0,11,2238,1589,flow=From-Normal-V51-Grill,False,2.0
20226,2011/08/18 10:22:58.044650,0.133301,1,147.32.84.164,60558,  <->,147.32.80.9,53,CON,0.0,0.0,2,202,71,flow=From-Normal-V51-Grill,False,1.0
20236,2011/08/18 10:22:58.178357,0.00022,1,147.32.84.164,60134,  <->,147.32.80.9,53,CON,0.0,0.0,2,202,71,flow=From-Normal-V51-Grill,False,1.0
20237,2011/08/18 10:22:58.178903,0.000261,1,147.32.84.164,52639,  <->,147.32.80.9,53,CON,0.0,0.0,2,303,71,flow=From-Normal-V51-Grill,False,1.0
20238,2011/08/18 10:22:58.179858,182.951843,2,147.32.84.164,50042,   ->,195.24.233.18,80,FSPA_FSPA,0.0,0.0,3160,3349726,56424,flow=From-Normal-V51-Grill,False,2.0
20258,2011/08/18 10:22:58.403871,67.824287,2,147.32.84.164,52737,   ->,94.127.76.194,80,FSPA_FSPA,0.0,0.0,21,11452,1950,flow=From-Normal-V51-Grill,False,2.0
20263,2011/08/18 10:22:58.415244,0.23881100000000002,2,147.32.84.164,43164,   ->,195.24.232.203,80,FSPA_FSPA,0.0,0.0,12,2764,1906,flow=From-Normal-V51-Grill,False,1.0
20356,2011/08/18 10:22:59.839326,0.000437,1,147.32.84.170,44920,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
20357,2011/08/18 10:22:59.840352,0.000335,1,147.32.84.170,52037,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
20358,2011/08/18 10:22:59.841421,0.018504,2,147.32.84.170,34204,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
21023,2011/08/18 10:23:09.839470,0.000478,1,147.32.84.170,32892,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
21024,2011/08/18 10:23:09.840496,0.000335,1,147.32.84.170,36415,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
21025,2011/08/18 10:23:09.841347,0.018278,2,147.32.84.170,47545,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
21047,2011/08/18 10:23:10.488448,0.000268,1,147.32.84.170,46414,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
21048,2011/08/18 10:23:10.489391,0.000324,1,147.32.84.170,53501,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
21049,2011/08/18 10:23:10.490452,0.251949,2,147.32.84.170,34166,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
21295,2011/08/18 10:23:13.530718,0.251012,2,147.32.84.170,49777,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,15,2044,875,flow=From-Normal-V51-Stribrek,False,1.0
21311,2011/08/18 10:23:13.774379,0.2561,2,147.32.84.170,49778,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,16,2649,1142,flow=From-Normal-V51-Stribrek,False,1.0
21313,2011/08/18 10:23:13.832541,0.230873,2,147.32.84.170,36335,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,15,2064,895,flow=From-Normal-V51-Stribrek,False,1.0
21325,2011/08/18 10:23:14.022668,1.402125,2,147.32.84.170,49780,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,16,2649,1142,flow=From-Normal-V51-Stribrek,False,2.0
21328,2011/08/18 10:23:14.055626,0.24369899999999997,2,147.32.84.170,36337,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,16,2677,1162,flow=From-Normal-V51-Stribrek,False,1.0
21358,2011/08/18 10:23:14.291669,0.344359,2,147.32.84.170,36338,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,16,2677,1162,flow=From-Normal-V51-Stribrek,False,1.0
21828,2011/08/18 10:23:19.839277,0.00044699999999999997,1,147.32.84.170,35033,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
21829,2011/08/18 10:23:19.840173,0.000404,1,147.32.84.170,58930,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
21830,2011/08/18 10:23:19.841060,0.018019,2,147.32.84.170,40848,   ->,209.85.148.106,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
22035,2011/08/18 10:23:22.633051,0.000207,1,147.32.84.164,38654,  <->,147.32.80.9,53,CON,0.0,0.0,2,246,71,flow=From-Normal-V51-Grill,False,1.0
22036,2011/08/18 10:23:22.633612,0.000414,1,147.32.84.164,60512,  <->,147.32.80.9,53,CON,0.0,0.0,2,240,71,flow=From-Normal-V51-Grill,False,1.0
22555,2011/08/18 10:23:29.839250,0.00039,1,147.32.84.170,41127,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
22556,2011/08/18 10:23:29.840186,0.00036,1,147.32.84.170,56948,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
22557,2011/08/18 10:23:29.841268,0.018434,2,147.32.84.170,34214,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
23382,2011/08/18 10:23:39.839540,0.000349,1,147.32.84.170,39723,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
23383,2011/08/18 10:23:39.840303,0.000337,1,147.32.84.170,34517,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
23384,2011/08/18 10:23:39.841438,0.018014,2,147.32.84.170,41633,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
23471,2011/08/18 10:23:41.489998,0.000283,1,147.32.84.170,34356,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
23472,2011/08/18 10:23:41.490760,0.000489,1,147.32.84.170,40616,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
23473,2011/08/18 10:23:41.491925,0.257004,2,147.32.84.170,34176,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1218,549,flow=From-Normal-V51-Stribrek,False,1.0
23694,2011/08/18 10:23:45.399883,0.00028900000000000003,1,147.32.84.170,59418,  <->,147.32.80.9,53,CON,0.0,0.0,2,223,76,flow=From-Normal-V51-Stribrek,False,1.0
23695,2011/08/18 10:23:45.400552,0.00044400000000000006,1,147.32.84.170,40316,  <->,147.32.80.9,53,CON,0.0,0.0,2,565,76,flow=From-Normal-V51-Stribrek,False,1.0
23696,2011/08/18 10:23:45.401670,517.35907,2,147.32.84.170,57281,   ->,74.125.232.199,80,FSPA_FSPA,0.0,0.0,59,20301,14947,flow=From-Normal-V51-Stribrek,False,2.0
23718,2011/08/18 10:23:45.869624,0.040141,1,147.32.84.170,39937,  <->,147.32.80.9,53,CON,0.0,0.0,2,283,97,flow=From-Normal-V51-Stribrek,False,1.0
23722,2011/08/18 10:23:45.910167,0.009743,1,147.32.84.170,38527,  <->,147.32.80.9,53,CON,0.0,0.0,2,401,97,flow=From-Normal-V51-Stribrek,False,1.0
23723,2011/08/18 10:23:45.920489,246.837784,2,147.32.84.170,36741,   ->,209.85.149.117,80,FSPA_FSPA,0.0,0.0,4570,4258644,103004,flow=From-Normal-V51-Stribrek,False,2.0
23988,2011/08/18 10:23:49.839551,0.000343,1,147.32.84.170,41634,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
23989,2011/08/18 10:23:49.840412,0.000349,1,147.32.84.170,38836,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
23990,2011/08/18 10:23:49.841457,0.018366,2,147.32.84.170,41637,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
24635,2011/08/18 10:23:59.841066,0.000357,1,147.32.84.170,59060,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
24636,2011/08/18 10:23:59.841926,0.000335,1,147.32.84.170,33604,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
24637,2011/08/18 10:23:59.843052,0.018022999999999997,2,147.32.84.170,34220,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
25316,2011/08/18 10:24:09.839565,0.00037799999999999997,1,147.32.84.170,34113,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
25317,2011/08/18 10:24:09.840464,0.000336,1,147.32.84.170,60624,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
25318,2011/08/18 10:24:09.841599,0.017945,2,147.32.84.170,34221,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
25507,2011/08/18 10:24:12.490863,0.000221,1,147.32.84.170,45023,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
25508,2011/08/18 10:24:12.491495,0.000258,1,147.32.84.170,38406,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
25510,2011/08/18 10:24:12.492754,0.243337,2,147.32.84.170,34182,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
26195,2011/08/18 10:24:19.839545,0.00042300000000000004,1,147.32.84.170,56823,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
26196,2011/08/18 10:24:19.840526,0.00038199999999999996,1,147.32.84.170,38306,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
26197,2011/08/18 10:24:19.841604,0.018317,2,147.32.84.170,47563,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
26965,2011/08/18 10:24:26.829936,0.00028199999999999997,1,147.32.84.164,39199,  <->,147.32.80.9,53,CON,0.0,0.0,2,246,71,flow=From-Normal-V51-Grill,False,1.0
26966,2011/08/18 10:24:26.830559,0.014851,1,147.32.84.164,49611,  <->,147.32.80.9,53,CON,0.0,0.0,2,240,71,flow=From-Normal-V51-Grill,False,1.0
27190,2011/08/18 10:24:29.839597,0.00022799999999999999,1,147.32.84.170,48488,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
27191,2011/08/18 10:24:29.840417,0.000265,1,147.32.84.170,55162,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
27192,2011/08/18 10:24:29.841465,0.017972,2,147.32.84.170,58170,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
27918,2011/08/18 10:24:39.839512,0.000361,1,147.32.84.170,36620,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
27919,2011/08/18 10:24:39.840240,0.00036899999999999997,1,147.32.84.170,50277,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
27920,2011/08/18 10:24:39.841056,0.018172999999999998,2,147.32.84.170,58171,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
28233,2011/08/18 10:24:43.492442,0.00034700000000000003,1,147.32.84.170,51645,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
28235,2011/08/18 10:24:43.493407,0.000325,1,147.32.84.170,58958,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
28236,2011/08/18 10:24:43.494610,0.24558000000000002,2,147.32.84.170,34186,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1218,549,flow=From-Normal-V51-Stribrek,False,1.0
28836,2011/08/18 10:24:49.840149,0.000319,1,147.32.84.170,40663,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
28837,2011/08/18 10:24:49.840986,0.00028900000000000003,1,147.32.84.170,36994,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
28838,2011/08/18 10:24:49.841936,0.017917,2,147.32.84.170,41645,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
29669,2011/08/18 10:24:59.839605,0.000397,1,147.32.84.170,45933,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
29670,2011/08/18 10:24:59.840513,0.000465,1,147.32.84.170,57468,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
29671,2011/08/18 10:24:59.841654,0.018591999999999997,2,147.32.84.170,43413,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
30295,2011/08/18 10:25:09.839577,0.000396,1,147.32.84.170,44855,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
30296,2011/08/18 10:25:09.840546,0.000269,1,147.32.84.170,42430,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
30297,2011/08/18 10:25:09.841625,0.018319,2,147.32.84.170,41647,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
30606,2011/08/18 10:25:14.491112,0.000258,1,147.32.84.170,43594,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
30607,2011/08/18 10:25:14.491904,0.000348,1,147.32.84.170,60220,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
30608,2011/08/18 10:25:14.493279,0.25049699999999997,2,147.32.84.170,34190,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
31122,2011/08/18 10:25:19.839623,0.000412,1,147.32.84.170,46136,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
31123,2011/08/18 10:25:19.840566,0.000283,1,147.32.84.170,58460,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
31124,2011/08/18 10:25:19.841642,0.018277,2,147.32.84.170,58177,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
31793,2011/08/18 10:25:29.839638,0.00033,1,147.32.84.170,38382,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
31794,2011/08/18 10:25:29.840318,0.000315,1,147.32.84.170,43496,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
31795,2011/08/18 10:25:29.841097,0.018896,2,147.32.84.170,47572,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
31857,2011/08/18 10:25:30.979323,0.00022,1,147.32.84.164,52847,  <->,147.32.80.9,53,CON,0.0,0.0,2,246,71,flow=From-Normal-V51-Grill,False,1.0
31858,2011/08/18 10:25:30.979894,0.000285,1,147.32.84.164,48154,  <->,147.32.80.9,53,CON,0.0,0.0,2,240,71,flow=From-Normal-V51-Grill,False,1.0
32517,2011/08/18 10:25:39.839644,0.00036899999999999997,1,147.32.84.170,52068,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
32518,2011/08/18 10:25:39.840480,0.000312,1,147.32.84.170,48931,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
32520,2011/08/18 10:25:39.841526,0.018337,2,147.32.84.170,40868,   ->,209.85.148.106,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
33064,2011/08/18 10:25:45.493348,0.000221,1,147.32.84.170,47583,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
33066,2011/08/18 10:25:45.494031,0.000335,1,147.32.84.170,43803,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
33067,2011/08/18 10:25:45.495382,0.25108400000000003,2,147.32.84.170,34194,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
33374,2011/08/18 10:25:49.839476,0.000376,1,147.32.84.170,59345,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
33375,2011/08/18 10:25:49.840403,0.000295,1,147.32.84.170,45882,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
33376,2011/08/18 10:25:49.841460,0.018373,2,147.32.84.170,58181,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
34301,2011/08/18 10:25:59.839610,0.000399,1,147.32.84.170,60089,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
34303,2011/08/18 10:25:59.840584,0.000272,1,147.32.84.170,33298,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
34304,2011/08/18 10:25:59.841717,0.018046,2,147.32.84.170,58182,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
34950,2011/08/18 10:26:09.839596,0.000337,1,147.32.84.170,36538,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
34952,2011/08/18 10:26:09.840427,0.000336,1,147.32.84.170,44965,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
34953,2011/08/18 10:26:09.841518,0.018068999999999998,2,147.32.84.170,58183,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
35250,2011/08/18 10:26:14.492018,0.00031099999999999997,1,147.32.84.164,35745,  <->,147.32.80.9,53,CON,0.0,0.0,2,221,72,flow=From-Normal-V51-Grill,False,1.0
35251,2011/08/18 10:26:14.492669,0.00029,1,147.32.84.164,59248,  <->,147.32.80.9,53,CON,0.0,0.0,2,257,72,flow=From-Normal-V51-Grill,False,1.0
35252,2011/08/18 10:26:14.493347,1.055027,2,147.32.84.164,57330,   ->,195.24.233.60,80,FSPA_FSPA,0.0,0.0,11,2238,1589,flow=From-Normal-V51-Grill,False,2.0
35254,2011/08/18 10:26:14.504049,0.00023199999999999997,1,147.32.84.164,36762,  <->,147.32.80.9,53,CON,0.0,0.0,2,202,71,flow=From-Normal-V51-Grill,False,1.0
35255,2011/08/18 10:26:14.504547,0.00020099999999999998,1,147.32.84.164,42239,  <->,147.32.80.9,53,CON,0.0,0.0,2,202,71,flow=From-Normal-V51-Grill,False,0.0
35256,2011/08/18 10:26:14.505029,0.000299,1,147.32.84.164,41194,  <->,147.32.80.9,53,CON,0.0,0.0,2,303,71,flow=From-Normal-V51-Grill,False,1.0
35257,2011/08/18 10:26:14.505731,0.234425,2,147.32.84.164,43166,   ->,195.24.232.203,80,FSPA_FSPA,0.0,0.0,12,2885,1987,flow=From-Normal-V51-Grill,False,1.0
35265,2011/08/18 10:26:14.550581,0.108367,1,147.32.84.164,38690,  <->,147.32.80.9,53,CON,0.0,0.0,2,202,71,flow=From-Normal-V51-Grill,False,1.0
35272,2011/08/18 10:26:14.659298,0.000375,1,147.32.84.164,34455,  <->,147.32.80.9,53,CON,0.0,0.0,2,202,71,flow=From-Normal-V51-Grill,False,1.0
35273,2011/08/18 10:26:14.659944,0.000304,1,147.32.84.164,53962,  <->,147.32.80.9,53,CON,0.0,0.0,2,303,71,flow=From-Normal-V51-Grill,False,1.0
35274,2011/08/18 10:26:14.660700,237.751648,2,147.32.84.164,44238,   ->,195.24.232.134,80,FSPA_FSPA,0.0,0.0,4274,4308069,86652,flow=From-Normal-V51-Grill,False,2.0
35293,2011/08/18 10:26:14.926367,71.314476,2,147.32.84.164,52742,   ->,94.127.76.194,80,FSPA_FSPA,0.0,0.0,21,11652,1942,flow=From-Normal-V51-Grill,False,2.0
35295,2011/08/18 10:26:14.940023,0.22779499999999997,2,147.32.84.164,43169,   ->,195.24.232.203,80,FSPA_FSPA,0.0,0.0,12,2773,1911,flow=From-Normal-V51-Grill,False,1.0
35296,2011/08/18 10:26:14.940743,0.000279,1,147.32.84.164,38072,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Grill,False,1.0
35297,2011/08/18 10:26:14.941380,0.000297,1,147.32.84.164,34726,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Grill,False,1.0
35298,2011/08/18 10:26:14.942158,0.154877,2,147.32.84.164,40437,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,22,15014,1103,flow=From-Normal-V51-Grill,False,1.0
35359,2011/08/18 10:26:15.912811,0.00031099999999999997,1,147.32.84.164,41381,  <->,147.32.80.9,53,CON,0.0,0.0,2,197,76,flow=From-Normal-V51-Grill,False,1.0
35360,2011/08/18 10:26:15.912818,0.000308,1,147.32.84.164,60811,  <->,147.32.80.9,53,CON,0.0,0.0,2,234,75,flow=From-Normal-V51-Grill,False,1.0
35361,2011/08/18 10:26:15.913319,0.000314,1,147.32.84.164,44015,  <->,147.32.80.9,53,CON,0.0,0.0,2,197,76,flow=From-Normal-V51-Grill,False,1.0
35362,2011/08/18 10:26:15.913323,0.000517,1,147.32.84.164,41564,  <->,147.32.80.9,53,CON,0.0,0.0,2,576,75,flow=From-Normal-V51-Grill,False,1.0
35363,2011/08/18 10:26:15.913696,0.000343,1,147.32.84.164,35632,  <->,147.32.80.9,53,CON,0.0,0.0,2,238,76,flow=From-Normal-V51-Grill,False,1.0
35532,2011/08/18 10:26:16.491600,0.000205,1,147.32.84.170,54194,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
35534,2011/08/18 10:26:16.492351,0.000245,1,147.32.84.170,40507,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
35535,2011/08/18 10:26:16.494285,0.25909899999999997,2,147.32.84.170,34198,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
35708,2011/08/18 10:26:19.839733,0.00023799999999999998,1,147.32.84.170,45971,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
35709,2011/08/18 10:26:19.840487,0.000319,1,147.32.84.170,35144,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
35711,2011/08/18 10:26:19.841531,0.018446,2,147.32.84.170,47581,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
36576,2011/08/18 10:26:29.839630,0.000352,1,147.32.84.170,54943,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
36577,2011/08/18 10:26:29.840466,0.000371,1,147.32.84.170,49241,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
36578,2011/08/18 10:26:29.841563,0.01898,2,147.32.84.170,43429,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
36650,2011/08/18 10:26:31.226830,0.00018899999999999999,1,147.32.84.164,53476,  <->,147.32.80.9,53,CON,0.0,0.0,2,246,71,flow=From-Normal-V51-Grill,False,0.0
36652,2011/08/18 10:26:31.227353,0.000312,1,147.32.84.164,45746,  <->,147.32.80.9,53,CON,0.0,0.0,2,240,71,flow=From-Normal-V51-Grill,False,1.0
37361,2011/08/18 10:26:39.839674,0.000354,1,147.32.84.170,33407,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
37362,2011/08/18 10:26:39.840590,0.000281,1,147.32.84.170,43231,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
37363,2011/08/18 10:26:39.841615,0.018323,2,147.32.84.170,47585,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
38068,2011/08/18 10:26:47.480242,0.000283,1,147.32.84.170,51723,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
38069,2011/08/18 10:26:47.481065,0.000269,1,147.32.84.170,58855,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
38070,2011/08/18 10:26:47.481952,0.22913000000000003,2,147.32.84.170,34206,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
38233,2011/08/18 10:26:49.839666,0.00041,1,147.32.84.170,40252,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
38234,2011/08/18 10:26:49.840726,0.000363,1,147.32.84.170,39490,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
